id;name;email;phone_number;birth_date;sex;passport;country_code;address;account_creation;pay_method;account_status
MarcCruz1401;;marccruz1401@li3.pt;+351967151615;1972/04/12;M;RP340298;PT;Travessa Brian Andrade, S/N6701-694 Elvas;2015/11/05 22:14:26;debit_card;active
DiMatos1300;Diogo Matos;dimatos1300@li3.pt;;1959/01/29;M;TW914773;PT;Alameda Torres, S/N3573-022 Fátima;2020/10/18 17:28:31;cash;Active
DaviVicente624;David Vicente;davivicente624@li3.pt;918 305 298;08/03/2007;M;QO726501;PT;Rua Santos, 625119-511 Ponte de Sor;2017/07/09 23:25:24;cash;active
AdriVieira-Martins;;adrivieira-martins@li3.pt;+351916258097;1956/09/10;F;AW441010;PT;Av de Marques, S/N2976-494 Vila Nova de Gaia;2011/09/25 03:48:15;credit_card;active
PPinheiro1740;Pedro Pinheiro;ppinheiro1740@li3.pt;;1965/12/10;M;TB722242;PT;Rua do Bessa, 658536-072 Portalegre;2019/10/27 22:30:11;credit_card;active
GSoares1081;Gaspar Soares;gsoares1081@li3.pt;(351) 278 172 918;2004/06/28;;PQ089474;PT;Alameda Miriam Leal, S/N7838-296 Santiago do Cacém;2014/07/29 18:47:47;debit_card;active
Kelly-EMorais;Kelly-Emília Morais;kelly-emorais@li3.pt;;1988/05/10;F;BR930334;PT;Alameda de Loureiro, 35240-759 Santana;2010/06/03 06:21:05;credit_card;active
KeVaz139;Kelly Vaz;kevaz139@li3.pt;(351) 962 319 471;1953/10/20;F;SD588849;PT;Av Domingues, S/N9467-928 Viseu;2016/09/22 03:33:39;credit_card;SD588849
LoNeves932;Lourenço Neves;loneves932@li3.pt;(351) 920 606 219;1980/01/15;M;HF759245;PT;Largo Assunção, 425845-715 Tavira;2015|01|06 07:27:08;debit_card;active
FilipFonseca-Pires;Filipe Fonseca-Pires;filipfonseca-pires@li3.pt;;1979/03/27;M;ML556072;PT;Av de Alves, 788203-101 Póvoa de Varzim;2013/03/03 22:28:05;credit_card;active
JoBaptista854;José Baptista;jobaptista854@li3.pt;(351) 922174111;1960/07/06;M;WA501634;PT;Alameda de Mendes, S/N4089-854 Torres Novas;2020/02/09 10:51:21;debit_card;WA501634
SalomAzevedo-Carneiro;Salomé Azevedo-Carneiro;salomazevedo-carneiro@li3.pt;(351) 933220371;2001/11/02;;FR960137;PT;Av Mia Cardoso, 70151-953 Almeirim;2014/09/27 18:17:18;cash;active
KyaCardoso1872;Kyara Cardoso;kyacardoso1872@li3.pt;;1959/10/07;F;PU709506;PT;Avenida Barbosa, 978750-482 Sacavém;2019/08/23 21:58:00;cash;Active
CatarinPinheiro976;Catarina Pinheiro;catarinpinheiro976@li3.pt;(351) 932347478;1967/05/05;F;;PT;Largo William Garcia, S/N0798-057 Lisboa;2020/11/25 23:50:15;debit_card;active
MMorais1965;Mia de Morais;mmorais;(351) 962758848;2003/09/06;F;OX157770;PT;Rua de Lourenço, 726958-012 Vila Real;2014/07/12 17:55:51;debit_card;active
BrAraújo710;Bruno Araújo;braraújo710@li3.pt;(351) 925 136 052;2003/06/09;M;UB008197;PT;R. das Canas, 35997-138 Trancoso;2019/08/04 22:45:53;cash;UB008197
BenjamLeite1177;Benjamim Leite;benjamleite1177@li3.pt;265121969;1958/07/12;M;YT504577;PT;Largo de Carneiro, 22831-194 Sintra;;cash;active
LNunes-Carvalho1766;Lara Nunes-Carvalho;lnunes-carvalho1766@li3.pt;927192470;1988/12/23;;DF301973;PT;Largo Petra Neto, 38451-712 Vila Nova de Gaia;2011/11/08 06:47:49;credit_card;active
EmanRodrigues1929;Emanuel Rodrigues;emanrodrigues1929@li3.pt;(351) 231996032;1982/10/05;M;TF554899;PT;Praça Salomé Nascimento, 976052-100 Gouveia;2016/12/21 20:22:00;cash;TF554899
LFreitas-Abreu;Lisandro Freitas-Abreu;lfreitas-abreu@li3.pt;914830114;1987/05/18;M;NQ940229;PT;;2013/01/12 01:48:10;debit_card;active
ArianReis920;Ariana Reis;arianreis920@li3@pt;(351) 911919471;1951/02/07;F;IZ943798;PT;Avenida Gomes, 6856040-191 Rio Tinto;2013/09/03 02:31:52;credit_card;active
MiguMaia377;Miguel Maia;migumaia377@li3.pt;;1982/01/06;M;EC109692;PT;Largo de Paiva, 346237-968 Espinho;2013/10/21 08:43:58;cash;active
LorPaiva;Lorena Paiva;lorpaiva@li3.pt;(351) 910785808;;F;WN904481;PT;Praça de Cintura Interna, 769685-708 Guimarães;2013/02/12 02:21:14;credit_card;active
AlCunha64;Alexandra Cunha;alcunha64@li3.pt;;1997/03/31;F;VG448845;PT;Av Juliana Brito, S/N1314-569 Cantanhede;2011/12/26 15:40:19;cash;active
VaLeite184;Vasco Leite;valeite184@li3.pt;(351) 929 519 907;1990/08/28;M;SS837137;PT;Rua Eduardo Prado Coelho, S/N6593-285 Torres Vedras;2019/10/12 20:09:31;credit_card;SS837137
VLeal354;Vasco Leal;vleal354@li3.pt;(351) 251008565;1979/04/08;M;FH038156;PT;;2019/05/03 08:25:37;debit_card;active
EduarDomingues790;Eduarda Domingues;eduardomingues790@li3.pt;+351961745455;1959/12/20;F;KR932788;PT;Praça de Abreu, 337965-804 Setúbal;2014/05/10 03:47:34;;active
IsabPinto1605;Isabel Pinto;isabpinto1605@li3.pt;+351961253699;1988/09/11;F;;PT;R. Mauro Pinto, 945261-316 Sines;2011/01/01 19:00:12;cash;inactive
GaspaSoares559;Gaspar Soares;gaspasoares559@li3.pt;(351) 910697720;1957/02/14;M;GH485098;LWW;Travessa Alves, 408572-762 Miranda do Douro;2013/10/21 18:55:27;debit_card;active
JoaquiBranco921;Joaquim Branco;joaquibranco921@li3.pt;(351) 918 411 695;11:16:50 PM/01/12/2012;M;ZQ513244;PT;Praça Amaral, 601668-544 Pinhel;2010/08/02 05:54:34;credit_card;active
ESilva1298;Emma Silva;esilva1298@li3.pt;;1987/07/04;F;FW043871;PT;Rua Pedro Ribeiro, 784573-803 Peniche;2019/08/29 08:54:05;cash;active
JuPinheiro-Pinheiro;Juliana Pinheiro-Pinheiro;jupinheiro-pinheiro@li3.pt;+351918391424;1984/04/02;F;KL979836;TPX;R. Lia Barbosa, 776309-168 Lisboa;2014/09/01 07:04:53;cash;active
ManuePinto1456;Manuel Pinto;manuepinto1456@li3.pt;(351) 257345556;1955/01/21;M;AS505623;PT;Avenida de Coelho, 6338761-504 Lixa;2012/07/31 15:25:10;credit_card;AS505623
FrancisGonçalves405;Francisco Gonçalves;francisgonçalves405@li3.pt;259858043;1951/08/29;M;OT504360;PT;Largo de Gonçalves, 821241-316 Esposende;2016/03/26 07:01:51;cash;OT504360
VictórPacheco1637;Victória Pacheco;victórpacheco1637@li3.pt;(351) 935563285;1996/02/04;;JE300332;PT;Largo Renata Pinto, 6338300-937 Anadia;2019/02/08 06:40:14;cash;active
;Jaime Batista;jabatista8@li3.pt;(351) 969292408;1965/03/27;M;WP242861;PT;Largo de Pereira, 196282-744 Covilhã;2019/07/23 13:07:45;credit_card;active
CCorreia131;Cláudio Correia;ccorreia131@li3.pt;912102583;1973/08/13;M;WV276508;PT;Largo Mafalda Cruz, 19252-463 Tondela;2010/08/26 09:41:32;cash;WV276508
KCampos-Mendes;Kevin Campos-Mendes;kcampos-mendes@li3.pt;(351) 912815447;1982/02/12;M;;PT;Praça Ribeiro, S/N6992-566 Vila Real;2011/08/23 11:27:55;cash;active
ÉricGaspar487;Érica Gaspar;éricgaspar487atli3.pt;(351) 927 295 199;1992/04/03;F;IC154445;PT;Travessa de Nun'Álvares Pereira, 235230-758 Viseu;2017/07/07 14:06:25;cash;active
;Emanuel Cardoso;emancardoso1701@li3.pt;(351) 931680348;1957/09/22;M;FS189078;PT;Largo Mota, 275082-141 Oliveira do Hospital;2010/07/03 22:16:11;credit_card;active
;Petra Pacheco;ppacheco388@li3.pt;937301706;1992/12/12;F;YZ185791;PT;Rua Lisandro Esteves, 5099373-596 Fiães;2019/02/19 12:36:26;cash;active
LaraBatista;Lara-Eduarda Batista;larabatista@li3.pt;(351) 918 064 308;;F;RE960178;PT;R. Lourenço, 800085-990 Póvoa de Santa Iria;2016/07/13 06:11:18;credit_card;active
;Anita Ramos;aniramos218@li3.pt;+351932976819;1974/07/03;F;OI907351;PT;Praça Martim Silva, 7771027-088 Marinha Grande;2015/08/17 09:26:26;debit_card;active
DBranco1969;Diogo Branco;dbranco1969@li3.pt;(351) 926428162;03/03/2010;M;ET832298;PT;Travessa Melo, 49160-299 Vila Nova de Foz Côa;2015/08/17 07:14:54;debit_card;active
PedrGuerreiro977;Pedro Guerreiro;pedrguerreiro977@li3.pt;(351) 224603669;1962/08/03;M;RS335667;PT;R. Benjamim Cardoso, 949158-259 Maia;07:03:42 PM/24/11/2011;credit_card;active
MPinheiro1502;Matilde Pinheiro;mpinheiro1502@li3.pt;(351) 969596772;1982/11/28;F;YV083465;PT;;2016/01/13 11:13:18;cash;active
EduardRocha1725;Eduardo Rocha;eduardrocha1725@li3.pt;+351917775697;1980/10/05;;OH413731;PT;R. do Pinheiro, 22412-607 Estremoz;2020/03/15 02:45:15;cash;active
ToAnjos1692;Tomé Anjos;toanjos1692@li3.pt;(351) 936 425 800;1963/10/26;M;;PT;Praça Kyara Antunes, 609215-852 Angra do Heroísmo;2010/03/20 04:16:48;cash;inactive
AlicTavares30;;alictavares30@li3.pt;239454659;1998/05/03;F;VK865916;PT;Largo Noa Ribeiro, 528970-546 Ermesinde;2020/02/08 14:03:40;debit_card;Active
AleVicente1874;Alexandre Vicente;alevicente1874@li3.pt;(351) 915753081;1978/02/18;M;;PT;R. da Ribeira, 641967-131 Vale de Cambra;2017/10/05 07:35:03;cash;active
SorNeto1649;Soraia Neto;sorneto1649@li3.pt;;1953/12/11;F;LT830630;PT;Alameda Sandro Vicente, 168656-908 Torres Vedras;2015/05/17 21:19:48;debit_card;active
EduaCosta1726;Eduardo Costa;eduacosta1726@li3.pt;278 728 486;1956/05/30;M;RR043744;PT;Largo Maia, 414805-324 Anadia;2017/04/20 10:56:41;cash;RR043744
LMelo502;Lisandro Melo;lmelo50;202401019;1964/08/11;M;UI746081;PT;R. do Freixo, 9512001-119 Vale de Cambra;2018/01/06 06:26:47;cash;Active
LuJesus2014;Luca Jesus;lujesus2014@li3.pt;+351241132506;1987/09/09;M;;PT;Av de Viterbo de Campos, 403205-126 Câmara de Lobos;2012/02/15 08:14:41;credit_card;active
LaFaria1390;Lara Faria;lafaria1390@li3.pt;925 704 467;2000/01/12;F;QL466262;ORJ;Travessa de Neves, 4418922-995 Rio Maior;2016/12/27 18:34:03;credit_card;active
FranBatista1854;Francisco Batista;franbatista1854@li3.pt;+351248210885;2002/03/31;M;FZ909546;AXY;Av Pires, 55074-782 Freamunde;2018/01/28 05:27:40;credit_card;active
SérgMatos1937;Sérgio Matos;sérgmatos1937@li3.pt;911 134 434;1962/05/07;M;JY985406;ORM;Rua Gustavo Vaz, 81910-937 São João da Madeira;2018/02/07 22:45:04;debit_card;active
SofiBorges-Gonçalves1936;Sofia Borges-Gonçalves;sofiborges-gonçalves1936@li3.pt;(351) 937823348;1980/10/06;F;NE033620;PT;Avenida Domingues, S/N8601-181 Seixal;2017/08/24~21:13:01;credit_card;active
EdFreitas555;Eduarda Freitas;edfreitas555@li3.pt;926390139;1959/10/29;F;BP531390;P;Avenida Augusto Monjardino, 4205827-302 Estremoz;2014/04/23 02:17:38;debit_card;active
EmíSá787;Emília Sá;emísá787@li3.pt;936160480;1976/07/09;F;MU947970;PT;Avenida da Quinta de Santo António, 8949027-499 Loulé;;cash;active
LMarques892;Lia Marques;lmarques892@li3.pt;(351) 215 376 808;1977/06/18;F;FH392942;EDT;Rua do Monte da Pena, 775355-047 Alcobaça;2014/07/25 16:07:27;cash;active
JOliveira1147;Jorge Oliveira;joliveira1147@li3.pt;963446109;1950/04/09;M;MT684188;VBN;R. de Silva, 75780-726 Fiães;2013/01/20 19:58:56;cash;active
CaMelo716;Carminho Melo;camelo716@li3.pt;(351) 918 482 463;;F;DQ319239;PT;Avenida de Garcia, 1240336-061 Trancoso;2010/11/30 08:42:26;debit_card;active
IsmaMatias1133;Ismael Matias;ismamatias1133@li3@pt;934696097;1985/04/15;M;FU138525;PT;Travessa de Monteiro, 540740-102 Maia;2017/09/12 07:19:12;cash;active
MélLeal-Borges144;Mélanie Leal-Borges;mélleal-borges144@li3.pt;(351) 965614401;1997/08/27;F;;PT;Alameda Vaz, S/N8196-123 Valongo;2011/04/10 21:33:05;credit_card;active
LucLima858;Lucas do Lima;luclima858@li3.pt;;1962/08/13;M;GA879755;PT;Largo Francisca Fernandes, 21159-179 Seia;2016/11/13 13:25:12;debit_card;active
DuSilva1043;Duarte Silva;dusilva1043@li3.pt;+351936331221;1957/04/12;M;YJ953866;PT;Travessa Rafaela Amorim, 2861416-982 Ribeira Grande;04:25:38 PM/19/01/2006;cash;active
;Noah Lopes;nolopes18@li3.pt;(351) 927833730;1965/04/27;M;SG177226;PT;Largo Batista, 17348-194 Mealhada;2011/04/10 16:33:41;debit_card;active
Salomé-FranciMacedo;Salomé-Francisca Macedo;salomé-francimacedo@li3.pt;(351) 239 662 597;1963/12/20;;PM246831;PT;Alameda de Carneiro, 56856-298 Penafiel;2020/11/16 01:23:03;credit_card;active
EBaptista43;Emília Baptista;ebaptista43@li3.pt;+351963238200;2004/10/20;F;YW104739;PT;R. Amorim, 869578-347 Costa da Caparica;2017/03/08 04:13:46;;active
;José Torres;jtorres1068@li3.pt;(351) 925 384 349;1963/08/28;M;YQ663629;PT;Praça Filipa Monteiro, S/N2437-270 Loulé;2016/04/24 05:39:09;credit_card;active
ConstançHenriques1330;;constançhenriques1330@li3.pt;961026813;2001/04/30;F;LL116933;PT;Av das Âncoras, 139365-625 Moura;2016/07/21 04:51:38;credit_card;active
;Sofia Neves;sofneves1899@li3.pt;+351939857261;1981/06/06;F;NW413519;PT;Av Kelly Marques, 56157-010 Penafiel;2019/02/04 23:45:30;credit_card;active
WiAlves1481;William Alves;wialves1481@li3.pt;;1965/08/14;M;PT668323;PT;Travessa Martins, 932530-166 Cartaxo;2015/04/28 21:07:00;credit_card;active
AndrBrito1612;;andrbrito1612@li3.pt;(351) 922004622;1991/02/05;M;VA925775;PT;Rua Xavier Leite, 810822-478 Rebordosa;2016/05/09 20:01:13;credit_card;inactive
IGomes-Figueiredo1640;Ivan Gomes-Figueiredo;igomes-figueiredo1640@li3.pt;(351) 962333985;1966/03/12;M;FE198160;PT;;2011/09/05 21:09:39;cash;active
CláLoureiro;Cláudio Loureiro;cláloureiro@li3.pt;(351) 920 646 724;1964/05/18;M;;PT;Alameda Luísa Correia, 3319926-107 São João da Madeira;2010/11/03 23:56:58;cash;active
IsaAmaral757;Isaac Amaral;isaamaral757@li3.pt;+351926986823;1960/06/17;M;RM347533;AGE;Travessa Machado de Asis, 227202-039 Vendas Novas;2012/12/30 02:45:09;cash;active
CarNunes446;Carlota Nunes;carnunes446@li3.pt;(351) 932 185 316;1961/08/19;F;NL646393;PT;Praça da Asprela, 9351459-451 Ponte de Sor;2014/05/05 01:53:04;debit_card;NL646393
PaCastro1616;Patrícia Castro;pacastro1616@li3.pt;(351) 929261708;2005/01/18;;UW687555;PT;Praça de Cardoso, 1336448-444 Santana;2019/06/20 18:25:25;credit_card;active
MReis1022;Mia Reis;mreis1022@li3.pt;;1990/11/06;F;AH993962;PT;Av Oliveira, 9894814-920 Santarém;2019/01/04 08:30:48;cash;active
;Francisca Abreu;frabreu1928@li3.pt;(351) 915 371 823;2002/11/26;F;MD372388;PT;Alameda Guerreiro, 413165-169 Peso da Régua;2018/11/24 23:07:18;credit_card;active
IsmNunes1216;Ismael Nunes;ismnunes1216@li3.pt;(351) 967511262;1995/05/19;M;QM806175;MTB;Rua de Batista, 8115753-076 Felgueiras;2016/08/16 02:01:05;debit_card;Active
RafaelRamos508;;rafaelramos508@li3.pt;(351) 230561389;1993/07/08;F;SR958036;PT;Rua de Guerreiro, 125650-861 Oliveira do Hospital;2010/07/10 14:03:07;credit_card;Active
EBatista-Moura;Erika Batista-Moura;ebatista-moura@li3@pt;962154869;1952/09/29;F;SQ163615;PT;Travessa dos Heróis do Mar, S/N7038-952 Pombal;2015/05/23 03:24:05;debit_card;active
LorenMoura263;Lorena Moura;lorenmoura263@li3.pt;(351) 922742450;1974/01/04;F;PH013228;PT;Alameda de Cardoso, S/N8961-456 Pombal;12:21:41 PM/01/08/2020;debit_card;active
JoeBarros943;Joel Barros;joebarros943@li3.pt;(351) 929049722;1997|03|02;M;DJ202972;PT;Av S. Bartolomeu, 421077-628 Paredes;2017/05/30 10:02:27;cash;active
BriaMarques45;Brian Marques;briamarques45@li3.pt;920 303 395;1989/02/25;M;XT572812;PT;;2017/12/26 20:32:36;credit_card;active
BruPinho1437;Bruno Pinho;brupinho1437@li3.pt;247 647 056;02:54:34 PM/14/12/2001;M;HW338612;PT;Alameda Jorge Luis Borges, 480729-864 Câmara de Lobos;2016/07/17 06:51:05;credit_card;active
ECoelho1923;;ecoelho1923@li3.pt;(351) 241 687 973;1957/09/23;M;SL097236;PT;Rua Sofia Torres, 53319-852 Pombal;2015/07/04 19:48:14;cash;INACTIVE
BryaLeal-Domingues;Bryan Leal-Domingues;bryaleal-domingues@li3.pt;934207822;08:05:24 PM/30/07/2013;M;VZ662042;PT;Avenida dos Moinhos, S/N1908-374 Moura;2016/06/18 18:20:12;cash;active
NúriRocha1082;Núria Rocha;núrirocha1082@li3.pt;(351) 937 603 197;1998/08/28;F;;PT;Praça de Henriques, 19769-737 Albufeira;2017/05/06 15:11:55;cash;active
SandrAntunes1896;Sandro Antunes;sandrantunes1896@li3.pt;(351) 919 001 853;1982/02/01;M;EK768810;PT;Largo Azevedo, 472019-676 Moura;2010/05/18 07:12:11;cash;EK768810
MBaptista1190;Marcos Baptista;mbaptista1190@li3.pt;925790058;1954/06/03;M;;PT;Alameda Gaspar Amorim, 946604-504 Alverca do Ribatejo;2018/12/08 04:41:42;cash;active
RúbeSousa1147;Rúben Sousa;rúbesousa1147atli3.pt;+351920373357;1982/11/11;M;KQ238262;PT;Praça de Simões, 85724-672 Gouveia;2012/06/07 01:56:59;cash;active
;Nelson Ramos;neramos1893@li3.pt;+351914274355;1960/06/21;M;LF496275;PT;Travessa Brito, 6450972-563 Faro;2020/09/16 16:03:26;credit_card;active
MGarcia1198;Miriam Garcia;mgarcia1198@li3.pt;(351) 969 939 401;1992/09/13;;QB768573;PT;Av Nelson Mandela, 25719-085 Fátima;2019/03/18 15:30:26;credit_card;active
RPereira948;Raquel Pereira;rpereira948@li3.pt;(351) 933829412;1976/03/26;F;XI747462;PT;Praça Marques, S/N7068-966 Lamego;2013|08|03 05:31:09;credit_card;active
Maria-AdrLeite;Maria-Adriana Leite;maria-adrleite@li3.pt;;1973/08/30;F;GS224997;PT;Avenida das Rolas, 349947-080 São Mamede de Infesta;2016/03/03 02:35:07;cash;active
HuPires240;Hugo Pires;hupires240@li3.pt;(351) 936 678 974;2001/01/26;M;HE918487;PT;Praça de Sousa, 8587396-667 Ermesinde;2014|06|21 09:37:34;credit_card;active
MafaldGomes449;Mafalda Gomes;mafaldgomes449@li3.pt;+351918801655;1978/09/25;F;;PT;Alameda do Picoto, 2336534-167 Póvoa de Varzim;2015/10/24 18:49:07;cash;active
GabrieJesus396;Gabriel Jesus;gabriejesus396@li3.pt;(351) 921975326;1965/02/26;M;;PT;Avenida Sá, 253983-242 Elvas;2014/08/31 09:31:48;credit_card;inactive
EnValente46;Enzo do Valente;envalente46@li3.pt;;1980/10/25;M;JX876065;PT;Largo de Neto, 562824-235 Torres Novas;2020/02/16 15:01:50;cash;active
PatríMoreira669;Patrícia Moreira;patrímoreira669@li3.pt;(351) 969 985 770;1979/11/20;F;GL510367;PT;Av de S. João da Foz, 98706-891 Macedo de Cavaleiros;2020/08/21 22:41:39;;active
FilipMoreira385;Filipa Moreira;filipmoreira385@li3.pt;+351936950270;04:21:10 PM/05/03/2001;F;ZK777192;PT;Av Nuno Lima, 196346-493 Castelo Branco;2019/04/11 07:45:39;credit_card;active
PedrNogueira1384;Pedro Nogueira;pedrnogueira1384@li3.pt;;1973/03/05;M;UN085276;PT;Largo Antunes, 65920-497 Peso da Régua;2016/02/25 18:56:50;cash;active
HeleNeto1710;Helena Neto;heleneto1710@li3.pt;(351) 257690528;1988/09/04;F;PX863116;PT;;2016/10/25 22:29:31;credit_card;active
BáMoreira1270;;bámoreira1270@li3.pt;930751993;1986/05/28;F;ZD668834;PT;Travessa Gabriela Ribeiro, 2995723-694 Vila do Conde;2016/03/23 06:07:24;cash;active
SaloAbreu200;Salomé Abreu;saloabreu200@li3.pt;(351) 926 763 306;1988|10|27;F;AC767972;PT;R. Teófilo Ferreira, S/N5902-941 Pombal;2018/08/15 22:30:14;credit_card;active
MiguCosta;;migucosta@li3.pt;(351) 914710859;1973/03/27;M;RR229280;PT;R. de Carneiro, 38183-913 Montemor-o-Novo;2015/10/04 02:53:10;cash;active
ConstLourenço1271;Constança Lourenço;constlourenço1271@li3.pt;(351) 255 542 352;1961/07/25;F;;PT;Largo Novo (à Travessa das Águas Boas), 39225-989 Tarouca;2012/12/25 22:20:42;cash;active
NaCoelho-Oliveira809;Naiara Coelho-Oliveira;nacoelho-oliveira809@li3.pt;;1990/09/20;F;RP820204;PT;Largo de Lourenço, 743429-371 Beja;2012/11/22 11:05:48;debit_card;active
MélanNeves644;Mélanie Neves;mélanneves644@li3.pt;913 989 833;1953/08/21;F;CR201528;PT;;2020/01/21 10:09:53;credit_card;active
IaraGuerreiro;Iara-Anita Guerreiro;iaraguerreiro@li3.pt;286 706 962;1997/11/07;F;HN039066;CCP;Travessa de Carvalho, 898047-869 Esmoriz;2013/05/04 04:41:17;debit_card;active
GuilhMonteiro;Guilherme Monteiro;guilhmonteiro@li3.pt;(351) 931871638;1967/10/05;M;EY070507;PT;Largo Paulo Jesus, 616536-411 Vila Nova de Famalicão;2013/03/01 04:15:41;debit_card;EY070507
FilAnjos-Barbosa1066;Filipe Anjos-Barbosa;filanjos-barbosa1066@li3.pt;(351) 923866567;1999/07/20;M;ZH093232;E;Alameda de Correia, 535988-375 Santa Maria da Feira;2013/06/27 16:55:04;debit_card;active
EmSousa1984;Ema Sousa;emsousa1984@li3.pt;(351) 289 676 848;1961|04|28;F;GE232737;PT;Rua Bruna Leal, 560779-895 Praia da Vitória;2015/02/16 19:47:01;debit_card;active
PedCardoso461;Pedro Cardoso;pedcard;(351) 248437735;1997/03/01;M;ZV635012;PT;Largo de Bonjóia, S/N5025-309 Santana;2018/08/23 06:25:53;cash;Active
;Rita Magalhães;ritmagalhães496@li3.pt;222 081 592;1972/11/09;F;QQ257479;PT;Praça Isabel Reis, 5778849-890 Gondomar;2014/10/24 08:30:11;credit_card;active
LuíMorais1035;Luísa Morais;luímorais1035@li3.pt;917576169;1974/09/14;F;QF839782;PT;Avenida Silva, 8279678-804 Viana do Castelo;20/04/2012;cash;active
LLeal537;;lleal537@li3.pt;935 157 993;1961/06/14;F;JT197087;PT;Travessa do Sapal, S/N7091-768 Tondela;2018/03/11 02:02:26;debit_card;inactive
GabrielMartins447;Gabriela Martins;gabrielmartins447@li3.pt;920078583;1957/04/08;F;YM874002;PT;Praça de Abreu, 235289-288 Mêda;2019/01/17 02:01:43;;active
CaSantos1405;Carlos Santos;casantos1405@li3.pt;(351) 962228267;1990/02/20;;AS046000;PT;Praça Barbosa, 251532-260 Vendas Novas;2020/12/05 11:58:24;cash;active
AmPinto1055;Amélia de Pinto;ampinto1055@li3.pt;(351) 939 834 359;1974/05/22;F;OB378908;PT;Rua Pereira, 16701-677 Anadia;2010/02/24 18:17:11;debit_card;OB378908
GAnjos452;;ganjos452@li3.pt;(351) 264295144;1973/10/17;M;MF480221;PT;Largo Tomé Carvalho, S/N3530-004 Olhão;2013/12/30 18:05:47;cash;active
RMota40;Rita Mota;rmota40;(351) 963 613 850;1995/07/18;F;NS464051;PT;Praça Matias, S/N5947-726 Silves;2020/07/05 08:25:01;cash;active
EriMaia1019;;erimaia1019@li3.pt;299648913;1974/10/27;F;EQ641988;PT;Av das Fragatas, 221653-891 Cartaxo;2014/10/08 05:54:11;credit_card;active
TBaptista850;Teresa Baptista;tbaptista850@li3.pt;(351) 939 810 323;1981/07/05;F;WR011238;PT;Alameda da Música, 368172-627 Espinho;2015/05/26 08:53:59;cash;WR011238
VaPires-Branco564;Vasco Pires-Branco;vapires-branco564@li3.pt;(351) 922 711 688;1997/09/13;M;HA844270;PT;Alameda Egito Gonçalves, 605494-484 Entroncamento;2015/06/25 04:47:33;credit_card;HA844270
ViFernandes960;Violeta Fernandes;vifernandes960@li3.pt;291 937 046;1956/04/23;F;VV522191;PT;;2010/06/13 20:51:27;cash;active
JoCarvalho-Rocha;Joel Carvalho-Rocha;jocarvalho-rocha@li3.pt;+351937741214;1997/09/23;;ZQ504744;PT;Largo Santiago Pires, 865259-670 Miranda do Douro;2015/06/08 02:21:55;credit_card;active
NaiBarros262;Nair Barros;naibarros262@li3.pt;246540073;1996/03/21;F;JL733677;VVL;Largo Ivan Anjos, 763797-879 Gafanha da Nazaré;2016/07/15 09:45:07;credit_card;active
LeanMatos775;Leandro Matos;leanmatos775@li3.pt;+351931650183;1965/01/16;M;CE061958;PT;;2014/11/23 08:19:33;debit_card;active
Alexandra-COliveira126;Alexandra-Carlota Oliveira;alexandra-coliveira126@li3.pt;(351) 925 428 956;1985/11/25;F;OQ877024;PT;Rua do Mirante, 58896-127 Bragança;2017/03/02 19:59:45;credit_card;OQ877024
